S,I,R
75.0,21.0,4.0
75.0,21.0,4.0
75.0,21.0,4.0
75.0,21.0,4.0
75.0,21.0,4.0
75.0,21.0,4.0
75.0,20.0,5.0
75.0,20.0,5.0
75.0,20.0,5.0
75.0,20.0,5.0
75.0,19.0,6.0
74.0,20.0,6.0
74.0,20.0,6.0
74.0,20.0,6.0
73.0,21.0,6.0
73.0,21.0,6.0
73.0,21.0,6.0
73.0,21.0,6.0
73.0,21.0,6.0
73.0,21.0,6.0
73.0,21.0,6.0
73.0,21.0,6.0
73.0,21.0,6.0
72.0,22.0,6.0
72.0,22.0,6.0
72.0,22.0,6.0
72.0,22.0,6.0
72.0,22.0,6.0
72.0,22.0,6.0
72.0,22.0,6.0
72.0,22.0,6.0
72.0,22.0,6.0
72.0,22.0,6.0
72.0,22.0,6.0
72.0,22.0,6.0
72.0,22.0,6.0
72.0,22.0,6.0
72.0,21.0,7.0
72.0,21.0,7.0
72.0,21.0,7.0
72.0,21.0,7.0
72.0,21.0,7.0
72.0,20.0,8.0
72.0,20.0,8.0
72.0,20.0,8.0
72.0,20.0,8.0
72.0,20.0,8.0
72.0,20.0,8.0
72.0,20.0,8.0
72.0,20.0,8.0
72.0,20.0,8.0
72.0,20.0,8.0
72.0,20.0,8.0
72.0,20.0,8.0
72.0,20.0,8.0
72.0,20.0,8.0
71.0,21.0,8.0
71.0,21.0,8.0
71.0,21.0,8.0
71.0,21.0,8.0
71.0,21.0,8.0
71.0,21.0,8.0
71.0,21.0,8.0
71.0,21.0,8.0
71.0,21.0,8.0
71.0,21.0,8.0
71.0,21.0,8.0
71.0,21.0,8.0
71.0,21.0,8.0
70.0,22.0,8.0
70.0,22.0,8.0
70.0,22.0,8.0
70.0,22.0,8.0
70.0,22.0,8.0
70.0,22.0,8.0
70.0,22.0,8.0
70.0,22.0,8.0
70.0,22.0,8.0
70.0,22.0,8.0
70.0,22.0,8.0
70.0,22.0,8.0
70.0,22.0,8.0
70.0,22.0,8.0
70.0,22.0,8.0
70.0,22.0,8.0
70.0,22.0,8.0
70.0,22.0,8.0
69.0,23.0,8.0
69.0,23.0,8.0
68.0,24.0,8.0
67.0,25.0,8.0
67.0,25.0,8.0
67.0,25.0,8.0
67.0,25.0,8.0
67.0,25.0,8.0
67.0,25.0,8.0
67.0,25.0,8.0
67.0,25.0,8.0
67.0,25.0,8.0
67.0,25.0,8.0
67.0,25.0,8.0
67.0,25.0,8.0
67.0,25.0,8.0
67.0,25.0,8.0
67.0,25.0,8.0
67.0,25.0,8.0
67.0,25.0,8.0
67.0,25.0,8.0
67.0,25.0,8.0
67.0,24.0,9.0
67.0,24.0,9.0
67.0,24.0,9.0
67.0,24.0,9.0
67.0,24.0,9.0
67.0,24.0,9.0
67.0,24.0,9.0
67.0,24.0,9.0
67.0,24.0,9.0
67.0,24.0,9.0
67.0,24.0,9.0
67.0,24.0,9.0
67.0,24.0,9.0
67.0,24.0,9.0
67.0,24.0,9.0
67.0,24.0,9.0
67.0,24.0,9.0
67.0,24.0,9.0
67.0,24.0,9.0
67.0,24.0,9.0
66.0,25.0,9.0
66.0,25.0,9.0
66.0,25.0,9.0
66.0,25.0,9.0
66.0,25.0,9.0
65.0,26.0,9.0
65.0,26.0,9.0
65.0,26.0,9.0
65.0,26.0,9.0
65.0,26.0,9.0
65.0,26.0,9.0
65.0,26.0,9.0
64.0,27.0,9.0
64.0,27.0,9.0
64.0,27.0,9.0
64.0,27.0,9.0
64.0,27.0,9.0
64.0,27.0,9.0
64.0,27.0,9.0
63.0,28.0,9.0
63.0,28.0,9.0
63.0,28.0,9.0
63.0,28.0,9.0
63.0,28.0,9.0
63.0,28.0,9.0
63.0,28.0,9.0
63.0,28.0,9.0
63.0,28.0,9.0
63.0,28.0,9.0
63.0,28.0,9.0
63.0,28.0,9.0
63.0,28.0,9.0
63.0,28.0,9.0
63.0,28.0,9.0
61.0,30.0,9.0
61.0,30.0,9.0
61.0,30.0,9.0
61.0,30.0,9.0
61.0,30.0,9.0
61.0,30.0,9.0
61.0,30.0,9.0
61.0,30.0,9.0
61.0,30.0,9.0
60.0,31.0,9.0
60.0,31.0,9.0
60.0,31.0,9.0
60.0,31.0,9.0
60.0,31.0,9.0
60.0,31.0,9.0
60.0,31.0,9.0
60.0,31.0,9.0
60.0,31.0,9.0
60.0,31.0,9.0
60.0,31.0,9.0
60.0,31.0,9.0
60.0,31.0,9.0
60.0,30.0,10.0
60.0,30.0,10.0
60.0,30.0,10.0
60.0,30.0,10.0
60.0,30.0,10.0
60.0,30.0,10.0
60.0,30.0,10.0
60.0,30.0,10.0
60.0,30.0,10.0
60.0,30.0,10.0
60.0,30.0,10.0
60.0,30.0,10.0
60.0,30.0,10.0
59.0,31.0,10.0
59.0,31.0,10.0
59.0,31.0,10.0
59.0,31.0,10.0
59.0,31.0,10.0
59.0,31.0,10.0
59.0,31.0,10.0
59.0,31.0,10.0
59.0,31.0,10.0
59.0,31.0,10.0
59.0,31.0,10.0
59.0,31.0,10.0
59.0,31.0,10.0
59.0,31.0,10.0
59.0,31.0,10.0
59.0,31.0,10.0
59.0,31.0,10.0
59.0,31.0,10.0
59.0,31.0,10.0
59.0,31.0,10.0
59.0,31.0,10.0
59.0,31.0,10.0
59.0,31.0,10.0
59.0,31.0,10.0
58.0,32.0,10.0
58.0,32.0,10.0
58.0,32.0,10.0
58.0,32.0,10.0
58.0,32.0,10.0
58.0,32.0,10.0
58.0,32.0,10.0
58.0,32.0,10.0
58.0,32.0,10.0
58.0,32.0,10.0
58.0,32.0,10.0
58.0,32.0,10.0
58.0,32.0,10.0
58.0,32.0,10.0
58.0,32.0,10.0
58.0,32.0,10.0
58.0,32.0,10.0
58.0,32.0,10.0
58.0,31.0,11.0
58.0,31.0,11.0
58.0,31.0,11.0
58.0,31.0,11.0
58.0,31.0,11.0
58.0,31.0,11.0
58.0,30.0,12.0
58.0,30.0,12.0
58.0,30.0,12.0
58.0,30.0,12.0
58.0,30.0,12.0
58.0,30.0,12.0
58.0,30.0,12.0
58.0,30.0,12.0
58.0,30.0,12.0
57.0,31.0,12.0
57.0,31.0,12.0
57.0,31.0,12.0
57.0,31.0,12.0
57.0,30.0,13.0
57.0,30.0,13.0
57.0,29.0,14.0
56.0,30.0,14.0
56.0,30.0,14.0
56.0,30.0,14.0
56.0,30.0,14.0
56.0,30.0,14.0
56.0,30.0,14.0
56.0,30.0,14.0
56.0,30.0,14.0
56.0,30.0,14.0
56.0,30.0,14.0
55.0,31.0,14.0
55.0,31.0,14.0
55.0,31.0,14.0
55.0,31.0,14.0
55.0,31.0,14.0
55.0,31.0,14.0
55.0,31.0,14.0
55.0,31.0,14.0
55.0,31.0,14.0
55.0,31.0,14.0
55.0,31.0,14.0
55.0,31.0,14.0
55.0,31.0,14.0
55.0,31.0,14.0
55.0,31.0,14.0
55.0,31.0,14.0
55.0,31.0,14.0
55.0,31.0,14.0
54.0,32.0,14.0
54.0,32.0,14.0
54.0,32.0,14.0
54.0,32.0,14.0
54.0,32.0,14.0
54.0,32.0,14.0
54.0,32.0,14.0
54.0,32.0,14.0
54.0,31.0,15.0
54.0,31.0,15.0
54.0,31.0,15.0
54.0,31.0,15.0
53.0,32.0,15.0
53.0,32.0,15.0
53.0,32.0,15.0
53.0,32.0,15.0
53.0,32.0,15.0
53.0,32.0,15.0
53.0,32.0,15.0
53.0,32.0,15.0
53.0,32.0,15.0
52.0,33.0,15.0
52.0,33.0,15.0
52.0,33.0,15.0
52.0,33.0,15.0
52.0,33.0,15.0
52.0,33.0,15.0
52.0,33.0,15.0
51.0,34.0,15.0
51.0,34.0,15.0
51.0,34.0,15.0
51.0,34.0,15.0
51.0,34.0,15.0
51.0,34.0,15.0
51.0,34.0,15.0
51.0,34.0,15.0
51.0,34.0,15.0
51.0,34.0,15.0
51.0,34.0,15.0
51.0,34.0,15.0
51.0,34.0,15.0
51.0,34.0,15.0
51.0,32.0,17.0
51.0,32.0,17.0
51.0,32.0,17.0
51.0,32.0,17.0
51.0,32.0,17.0
51.0,32.0,17.0
51.0,32.0,17.0
51.0,32.0,17.0
51.0,32.0,17.0
51.0,32.0,17.0
51.0,32.0,17.0
51.0,32.0,17.0
51.0,32.0,17.0
51.0,32.0,17.0
51.0,32.0,17.0
51.0,32.0,17.0
51.0,32.0,17.0
51.0,32.0,17.0
51.0,32.0,17.0
51.0,32.0,17.0
51.0,32.0,17.0
51.0,32.0,17.0
51.0,32.0,17.0
51.0,32.0,17.0
51.0,32.0,17.0
51.0,32.0,17.0
51.0,32.0,17.0
51.0,32.0,17.0
51.0,31.0,18.0
51.0,31.0,18.0
51.0,31.0,18.0
51.0,31.0,18.0
51.0,31.0,18.0
51.0,31.0,18.0
51.0,31.0,18.0
51.0,31.0,18.0
51.0,31.0,18.0
51.0,31.0,18.0
51.0,31.0,18.0
51.0,31.0,18.0
51.0,31.0,18.0
51.0,31.0,18.0
51.0,31.0,18.0
51.0,30.0,19.0
51.0,30.0,19.0
51.0,30.0,19.0
51.0,30.0,19.0
50.0,31.0,19.0
50.0,31.0,19.0
49.0,31.0,20.0
48.0,32.0,20.0
48.0,32.0,20.0
48.0,32.0,20.0
48.0,32.0,20.0
48.0,32.0,20.0
48.0,32.0,20.0
48.0,32.0,20.0
48.0,32.0,20.0
48.0,32.0,20.0
48.0,32.0,20.0
48.0,32.0,20.0
48.0,32.0,20.0
48.0,32.0,20.0
48.0,32.0,20.0
48.0,32.0,20.0
48.0,32.0,20.0
48.0,32.0,20.0
47.0,33.0,20.0
47.0,33.0,20.0
47.0,33.0,20.0
47.0,33.0,20.0
47.0,33.0,20.0
47.0,33.0,20.0
46.0,34.0,20.0
46.0,34.0,20.0
46.0,34.0,20.0
46.0,33.0,21.0
46.0,33.0,21.0
46.0,33.0,21.0
46.0,33.0,21.0
46.0,33.0,21.0
46.0,33.0,21.0
46.0,33.0,21.0
46.0,33.0,21.0
46.0,33.0,21.0
46.0,32.0,22.0
46.0,32.0,22.0
46.0,32.0,22.0
46.0,32.0,22.0
46.0,32.0,22.0
46.0,32.0,22.0
46.0,32.0,22.0
46.0,32.0,22.0
46.0,32.0,22.0
46.0,32.0,22.0
46.0,32.0,22.0
46.0,32.0,22.0
46.0,32.0,22.0
46.0,32.0,22.0
46.0,32.0,22.0
46.0,32.0,22.0
45.0,33.0,22.0
45.0,33.0,22.0
45.0,33.0,22.0
45.0,33.0,22.0
45.0,33.0,22.0
45.0,33.0,22.0
45.0,33.0,22.0
45.0,33.0,22.0
45.0,33.0,22.0
45.0,33.0,22.0
44.0,34.0,22.0
44.0,34.0,22.0
43.0,35.0,22.0
43.0,35.0,22.0
43.0,35.0,22.0
43.0,35.0,22.0
43.0,35.0,22.0
43.0,35.0,22.0
43.0,35.0,22.0
43.0,35.0,22.0
43.0,34.0,23.0
43.0,34.0,23.0
43.0,34.0,23.0
43.0,34.0,23.0
43.0,34.0,23.0
43.0,34.0,23.0
43.0,34.0,23.0
43.0,34.0,23.0
43.0,34.0,23.0
43.0,34.0,23.0
43.0,34.0,23.0
43.0,34.0,23.0
43.0,34.0,23.0
43.0,34.0,23.0
43.0,34.0,23.0
43.0,34.0,23.0
43.0,34.0,23.0
43.0,34.0,23.0
43.0,34.0,23.0
43.0,34.0,23.0
43.0,34.0,23.0
43.0,32.0,25.0
43.0,32.0,25.0
43.0,32.0,25.0
43.0,32.0,25.0
43.0,32.0,25.0
43.0,32.0,25.0
43.0,32.0,25.0
43.0,32.0,25.0
43.0,32.0,25.0
43.0,32.0,25.0
43.0,32.0,25.0
43.0,32.0,25.0
43.0,32.0,25.0
43.0,32.0,25.0
43.0,32.0,25.0
43.0,32.0,25.0
43.0,32.0,25.0
43.0,32.0,25.0
43.0,32.0,25.0
43.0,32.0,25.0
43.0,32.0,25.0
43.0,32.0,25.0
43.0,32.0,25.0
43.0,32.0,25.0
43.0,32.0,25.0
43.0,32.0,25.0
43.0,32.0,25.0
43.0,32.0,25.0
43.0,32.0,25.0
43.0,32.0,25.0
43.0,32.0,25.0
43.0,32.0,25.0
43.0,32.0,25.0
43.0,32.0,25.0
43.0,32.0,25.0
43.0,32.0,25.0
43.0,32.0,25.0
43.0,32.0,25.0
43.0,32.0,25.0
43.0,32.0,25.0
42.0,33.0,25.0
42.0,33.0,25.0
42.0,33.0,25.0
42.0,33.0,25.0
42.0,33.0,25.0
42.0,33.0,25.0
42.0,33.0,25.0
42.0,33.0,25.0
42.0,33.0,25.0
42.0,33.0,25.0
42.0,33.0,25.0
42.0,33.0,25.0
42.0,33.0,25.0
42.0,33.0,25.0
42.0,33.0,25.0
42.0,33.0,25.0
42.0,33.0,25.0
42.0,33.0,25.0
42.0,33.0,25.0
42.0,33.0,25.0
41.0,34.0,25.0
41.0,34.0,25.0
41.0,33.0,26.0
41.0,33.0,26.0
41.0,33.0,26.0
41.0,33.0,26.0
41.0,33.0,26.0
41.0,33.0,26.0
41.0,33.0,26.0
41.0,33.0,26.0
41.0,33.0,26.0
41.0,33.0,26.0
41.0,33.0,26.0
41.0,33.0,26.0
41.0,33.0,26.0
41.0,33.0,26.0
41.0,33.0,26.0
41.0,33.0,26.0
41.0,33.0,26.0
41.0,33.0,26.0
41.0,33.0,26.0
41.0,33.0,26.0
41.0,33.0,26.0
41.0,33.0,26.0
41.0,33.0,26.0
41.0,33.0,26.0
41.0,33.0,26.0
41.0,33.0,26.0
41.0,33.0,26.0
41.0,33.0,26.0
41.0,33.0,26.0
41.0,33.0,26.0
41.0,33.0,26.0
41.0,33.0,26.0
41.0,33.0,26.0
41.0,33.0,26.0
41.0,33.0,26.0
41.0,33.0,26.0
41.0,33.0,26.0
41.0,33.0,26.0
41.0,32.0,27.0
41.0,32.0,27.0
41.0,32.0,27.0
41.0,32.0,27.0
41.0,32.0,27.0
41.0,32.0,27.0
41.0,32.0,27.0
41.0,32.0,27.0
41.0,32.0,27.0
41.0,32.0,27.0
41.0,32.0,27.0
40.0,33.0,27.0
40.0,33.0,27.0
40.0,33.0,27.0
40.0,33.0,27.0
40.0,33.0,27.0
40.0,33.0,27.0
40.0,33.0,27.0
40.0,33.0,27.0
40.0,33.0,27.0
39.0,34.0,27.0
39.0,34.0,27.0
38.0,35.0,27.0
38.0,35.0,27.0
37.0,36.0,27.0
37.0,36.0,27.0
37.0,36.0,27.0
37.0,36.0,27.0
36.0,37.0,27.0
36.0,37.0,27.0
36.0,37.0,27.0
36.0,37.0,27.0
36.0,37.0,27.0
34.0,39.0,27.0
34.0,39.0,27.0
34.0,39.0,27.0
34.0,39.0,27.0
34.0,39.0,27.0
34.0,39.0,27.0
34.0,39.0,27.0
34.0,39.0,27.0
34.0,39.0,27.0
34.0,39.0,27.0
34.0,39.0,27.0
34.0,39.0,27.0
34.0,39.0,27.0
34.0,39.0,27.0
34.0,39.0,27.0
34.0,39.0,27.0
34.0,39.0,27.0
34.0,39.0,27.0
34.0,39.0,27.0
34.0,39.0,27.0
34.0,39.0,27.0
34.0,39.0,27.0
34.0,39.0,27.0
34.0,39.0,27.0
34.0,39.0,27.0
34.0,39.0,27.0
34.0,39.0,27.0
34.0,39.0,27.0
34.0,39.0,27.0
33.0,40.0,27.0
33.0,40.0,27.0
32.0,41.0,27.0
32.0,41.0,27.0
32.0,41.0,27.0
32.0,41.0,27.0
32.0,41.0,27.0
32.0,41.0,27.0
32.0,41.0,27.0
32.0,41.0,27.0
32.0,41.0,27.0
32.0,41.0,27.0
32.0,41.0,27.0
32.0,41.0,27.0
32.0,41.0,27.0
32.0,41.0,27.0
32.0,41.0,27.0
32.0,41.0,27.0
32.0,40.0,28.0
32.0,40.0,28.0
32.0,40.0,28.0
32.0,40.0,28.0
32.0,40.0,28.0
32.0,40.0,28.0
32.0,40.0,28.0
32.0,40.0,28.0
32.0,40.0,28.0
32.0,40.0,28.0
32.0,40.0,28.0
32.0,40.0,28.0
32.0,40.0,28.0
32.0,40.0,28.0
32.0,39.0,29.0
32.0,39.0,29.0
32.0,39.0,29.0
32.0,38.0,30.0
32.0,38.0,30.0
32.0,38.0,30.0
32.0,38.0,30.0
32.0,38.0,30.0
32.0,38.0,30.0
32.0,38.0,30.0
32.0,38.0,30.0
32.0,38.0,30.0
32.0,38.0,30.0
32.0,38.0,30.0
32.0,38.0,30.0
32.0,38.0,30.0
32.0,38.0,30.0
32.0,38.0,30.0
32.0,38.0,30.0
32.0,38.0,30.0
32.0,38.0,30.0
32.0,38.0,30.0
32.0,38.0,30.0
32.0,38.0,30.0
32.0,38.0,30.0
32.0,38.0,30.0
32.0,38.0,30.0
32.0,38.0,30.0
32.0,38.0,30.0
32.0,38.0,30.0
32.0,38.0,30.0
32.0,38.0,30.0
32.0,38.0,30.0
32.0,37.0,31.0
32.0,37.0,31.0
32.0,37.0,31.0
32.0,37.0,31.0
32.0,37.0,31.0
32.0,37.0,31.0
32.0,37.0,31.0
32.0,37.0,31.0
32.0,37.0,31.0
32.0,37.0,31.0
32.0,37.0,31.0
32.0,36.0,32.0
32.0,36.0,32.0
32.0,36.0,32.0
32.0,36.0,32.0
32.0,36.0,32.0
32.0,36.0,32.0
32.0,36.0,32.0
32.0,36.0,32.0
32.0,36.0,32.0
32.0,36.0,32.0
32.0,36.0,32.0
32.0,36.0,32.0
32.0,36.0,32.0
32.0,36.0,32.0
32.0,36.0,32.0
32.0,36.0,32.0
32.0,36.0,32.0
32.0,35.0,33.0
32.0,35.0,33.0
32.0,35.0,33.0
32.0,35.0,33.0
32.0,35.0,33.0
31.0,36.0,33.0
31.0,36.0,33.0
31.0,36.0,33.0
31.0,36.0,33.0
31.0,36.0,33.0
31.0,36.0,33.0
31.0,36.0,33.0
31.0,36.0,33.0
31.0,35.0,34.0
31.0,35.0,34.0
30.0,35.0,35.0
30.0,35.0,35.0
30.0,35.0,35.0
29.0,36.0,35.0
28.0,37.0,35.0
28.0,37.0,35.0
28.0,37.0,35.0
28.0,37.0,35.0
28.0,36.0,36.0
28.0,36.0,36.0
28.0,36.0,36.0
28.0,36.0,36.0
27.0,37.0,36.0
27.0,37.0,36.0
27.0,37.0,36.0
27.0,37.0,36.0
27.0,37.0,36.0
27.0,37.0,36.0
27.0,37.0,36.0
27.0,37.0,36.0
27.0,37.0,36.0
27.0,37.0,36.0
27.0,37.0,36.0
27.0,37.0,36.0
27.0,37.0,36.0
27.0,37.0,36.0
27.0,37.0,36.0
27.0,37.0,36.0
27.0,37.0,36.0
27.0,37.0,36.0
27.0,37.0,36.0
27.0,37.0,36.0
27.0,37.0,36.0
27.0,37.0,36.0
27.0,37.0,36.0
27.0,37.0,36.0
27.0,37.0,36.0
27.0,37.0,36.0
27.0,37.0,36.0
27.0,37.0,36.0
27.0,36.0,37.0
27.0,36.0,37.0
27.0,35.0,38.0
27.0,35.0,38.0
27.0,35.0,38.0
27.0,35.0,38.0
27.0,35.0,38.0
27.0,35.0,38.0
27.0,35.0,38.0
27.0,35.0,38.0
27.0,35.0,38.0
26.0,36.0,38.0
26.0,36.0,38.0
26.0,36.0,38.0
26.0,35.0,39.0
26.0,35.0,39.0
26.0,35.0,39.0
26.0,35.0,39.0
26.0,35.0,39.0
26.0,35.0,39.0
26.0,35.0,39.0
26.0,35.0,39.0
26.0,35.0,39.0
26.0,35.0,39.0
26.0,35.0,39.0
26.0,35.0,39.0
26.0,35.0,39.0
26.0,35.0,39.0
25.0,36.0,39.0
25.0,36.0,39.0
25.0,36.0,39.0
25.0,36.0,39.0
25.0,36.0,39.0
25.0,36.0,39.0
25.0,36.0,39.0
25.0,36.0,39.0
25.0,36.0,39.0
25.0,36.0,39.0
25.0,36.0,39.0
25.0,35.0,40.0
25.0,35.0,40.0
25.0,35.0,40.0
25.0,35.0,40.0
25.0,34.0,41.0
25.0,34.0,41.0
25.0,34.0,41.0
25.0,34.0,41.0
25.0,33.0,42.0
25.0,33.0,42.0
25.0,33.0,42.0
25.0,33.0,42.0
25.0,33.0,42.0
25.0,33.0,42.0
25.0,33.0,42.0
25.0,33.0,42.0
24.0,34.0,42.0
24.0,34.0,42.0
24.0,34.0,42.0
24.0,34.0,42.0
24.0,34.0,42.0
24.0,34.0,42.0
24.0,34.0,42.0
23.0,35.0,42.0
23.0,35.0,42.0
23.0,35.0,42.0
23.0,35.0,42.0
23.0,35.0,42.0
23.0,35.0,42.0
23.0,35.0,42.0
23.0,35.0,42.0
23.0,35.0,42.0
23.0,35.0,42.0
23.0,35.0,42.0
23.0,35.0,42.0
23.0,35.0,42.0
23.0,35.0,42.0
23.0,35.0,42.0
23.0,35.0,42.0
23.0,35.0,42.0
23.0,35.0,42.0
23.0,35.0,42.0
23.0,35.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
22.0,36.0,42.0
21.0,37.0,42.0
21.0,37.0,42.0
21.0,37.0,42.0
21.0,37.0,42.0
21.0,37.0,42.0
21.0,37.0,42.0
21.0,37.0,42.0
21.0,37.0,42.0
21.0,36.0,43.0
21.0,36.0,43.0
21.0,35.0,44.0
21.0,35.0,44.0
21.0,35.0,44.0
21.0,35.0,44.0
21.0,35.0,44.0
21.0,35.0,44.0
21.0,35.0,44.0
21.0,35.0,44.0
21.0,35.0,44.0
21.0,35.0,44.0
21.0,35.0,44.0
20.0,36.0,44.0
20.0,36.0,44.0
20.0,36.0,44.0
20.0,36.0,44.0
20.0,36.0,44.0
19.0,37.0,44.0
19.0,37.0,44.0
19.0,37.0,44.0
19.0,37.0,44.0
19.0,37.0,44.0
19.0,37.0,44.0
19.0,37.0,44.0
19.0,37.0,44.0
19.0,37.0,44.0
18.0,38.0,44.0
18.0,38.0,44.0
18.0,38.0,44.0
18.0,38.0,44.0
17.0,39.0,44.0
17.0,39.0,44.0
17.0,39.0,44.0
17.0,39.0,44.0
17.0,39.0,44.0
17.0,39.0,44.0
17.0,39.0,44.0
17.0,39.0,44.0
17.0,39.0,44.0
17.0,39.0,44.0
17.0,39.0,44.0
17.0,38.0,45.0
17.0,38.0,45.0
17.0,38.0,45.0
17.0,38.0,45.0
17.0,38.0,45.0
17.0,38.0,45.0
17.0,38.0,45.0
17.0,38.0,45.0
17.0,38.0,45.0
17.0,38.0,45.0
17.0,38.0,45.0
17.0,38.0,45.0
17.0,38.0,45.0
17.0,38.0,45.0
17.0,37.0,46.0
17.0,36.0,47.0
17.0,36.0,47.0
17.0,36.0,47.0
17.0,36.0,47.0
17.0,35.0,48.0
17.0,35.0,48.0
17.0,35.0,48.0
17.0,35.0,48.0
17.0,35.0,48.0
17.0,35.0,48.0
17.0,35.0,48.0
17.0,35.0,48.0
17.0,35.0,48.0
17.0,35.0,48.0
17.0,35.0,48.0
17.0,35.0,48.0
17.0,35.0,48.0
17.0,35.0,48.0
17.0,35.0,48.0
17.0,35.0,48.0
17.0,35.0,48.0
17.0,35.0,48.0
17.0,35.0,48.0
17.0,35.0,48.0
17.0,35.0,48.0
17.0,35.0,48.0
17.0,35.0,48.0
17.0,35.0,48.0
17.0,35.0,48.0
17.0,35.0,48.0
17.0,35.0,48.0
17.0,35.0,48.0
17.0,35.0,48.0
17.0,35.0,48.0
16.0,36.0,48.0
16.0,36.0,48.0
16.0,36.0,48.0
16.0,36.0,48.0
16.0,36.0,48.0
16.0,36.0,48.0
16.0,36.0,48.0
16.0,36.0,48.0
16.0,36.0,48.0
16.0,36.0,48.0
16.0,36.0,48.0
16.0,36.0,48.0
16.0,36.0,48.0
16.0,36.0,48.0
16.0,36.0,48.0
16.0,36.0,48.0
16.0,36.0,48.0
16.0,36.0,48.0
16.0,35.0,49.0
16.0,35.0,49.0
16.0,35.0,49.0
16.0,35.0,49.0
16.0,35.0,49.0
16.0,35.0,49.0
16.0,35.0,49.0
16.0,34.0,50.0
16.0,34.0,50.0
16.0,34.0,50.0
16.0,34.0,50.0
16.0,34.0,50.0
16.0,34.0,50.0
16.0,34.0,50.0
16.0,34.0,50.0
16.0,34.0,50.0
16.0,34.0,50.0
16.0,34.0,50.0
16.0,34.0,50.0
16.0,34.0,50.0
16.0,34.0,50.0
16.0,34.0,50.0
16.0,34.0,50.0
16.0,34.0,50.0
16.0,33.0,51.0
16.0,33.0,51.0
16.0,33.0,51.0
16.0,33.0,51.0
16.0,33.0,51.0
16.0,33.0,51.0
16.0,33.0,51.0
16.0,33.0,51.0
16.0,33.0,51.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
