S,I,R
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,32.0,52.0
16.0,31.0,53.0
16.0,31.0,53.0
16.0,31.0,53.0
16.0,31.0,53.0
16.0,31.0,53.0
16.0,31.0,53.0
16.0,30.0,54.0
16.0,30.0,54.0
16.0,30.0,54.0
15.0,31.0,54.0
15.0,31.0,54.0
15.0,31.0,54.0
15.0,31.0,54.0
15.0,31.0,54.0
15.0,31.0,54.0
15.0,31.0,54.0
15.0,31.0,54.0
15.0,31.0,54.0
15.0,31.0,54.0
15.0,31.0,54.0
15.0,31.0,54.0
15.0,31.0,54.0
15.0,31.0,54.0
15.0,31.0,54.0
15.0,31.0,54.0
15.0,31.0,54.0
15.0,31.0,54.0
15.0,31.0,54.0
15.0,31.0,54.0
15.0,31.0,54.0
15.0,31.0,54.0
15.0,31.0,54.0
15.0,31.0,54.0
15.0,31.0,54.0
14.0,32.0,54.0
14.0,32.0,54.0
14.0,32.0,54.0
14.0,32.0,54.0
13.0,33.0,54.0
13.0,33.0,54.0
13.0,33.0,54.0
13.0,33.0,54.0
13.0,33.0,54.0
13.0,33.0,54.0
13.0,33.0,54.0
13.0,33.0,54.0
13.0,33.0,54.0
13.0,33.0,54.0
13.0,33.0,54.0
13.0,33.0,54.0
13.0,33.0,54.0
13.0,32.0,55.0
13.0,32.0,55.0
13.0,31.0,56.0
13.0,31.0,56.0
13.0,31.0,56.0
13.0,31.0,56.0
13.0,31.0,56.0
13.0,31.0,56.0
13.0,31.0,56.0
13.0,31.0,56.0
13.0,31.0,56.0
13.0,31.0,56.0
13.0,31.0,56.0
13.0,30.0,57.0
13.0,30.0,57.0
13.0,30.0,57.0
13.0,30.0,57.0
13.0,30.0,57.0
13.0,30.0,57.0
13.0,30.0,57.0
13.0,30.0,57.0
13.0,30.0,57.0
13.0,30.0,57.0
13.0,30.0,57.0
13.0,30.0,57.0
13.0,30.0,57.0
12.0,31.0,57.0
12.0,31.0,57.0
12.0,31.0,57.0
12.0,31.0,57.0
12.0,30.0,58.0
12.0,30.0,58.0
12.0,30.0,58.0
12.0,30.0,58.0
12.0,30.0,58.0
12.0,30.0,58.0
12.0,30.0,58.0
12.0,30.0,58.0
12.0,30.0,58.0
12.0,30.0,58.0
12.0,30.0,58.0
12.0,30.0,58.0
12.0,30.0,58.0
12.0,30.0,58.0
12.0,30.0,58.0
12.0,30.0,58.0
12.0,30.0,58.0
12.0,30.0,58.0
12.0,30.0,58.0
11.0,31.0,58.0
11.0,31.0,58.0
11.0,31.0,58.0
11.0,31.0,58.0
11.0,31.0,58.0
11.0,31.0,58.0
11.0,31.0,58.0
11.0,31.0,58.0
11.0,31.0,58.0
11.0,31.0,58.0
11.0,31.0,58.0
11.0,31.0,58.0
11.0,31.0,58.0
11.0,31.0,58.0
11.0,31.0,58.0
11.0,31.0,58.0
11.0,31.0,58.0
11.0,31.0,58.0
11.0,31.0,58.0
11.0,31.0,58.0
11.0,31.0,58.0
11.0,31.0,58.0
11.0,31.0,58.0
11.0,31.0,58.0
11.0,31.0,58.0
11.0,31.0,58.0
11.0,31.0,58.0
11.0,31.0,58.0
11.0,31.0,58.0
11.0,31.0,58.0
11.0,31.0,58.0
11.0,31.0,58.0
11.0,31.0,58.0
11.0,31.0,58.0
11.0,31.0,58.0
11.0,30.0,59.0
11.0,30.0,59.0
11.0,30.0,59.0
11.0,30.0,59.0
11.0,30.0,59.0
11.0,30.0,59.0
11.0,30.0,59.0
11.0,30.0,59.0
10.0,31.0,59.0
10.0,31.0,59.0
10.0,31.0,59.0
10.0,31.0,59.0
10.0,31.0,59.0
10.0,31.0,59.0
10.0,31.0,59.0
10.0,31.0,59.0
10.0,31.0,59.0
10.0,31.0,59.0
10.0,30.0,60.0
10.0,30.0,60.0
10.0,30.0,60.0
10.0,30.0,60.0
10.0,30.0,60.0
10.0,30.0,60.0
10.0,30.0,60.0
10.0,30.0,60.0
10.0,30.0,60.0
10.0,30.0,60.0
10.0,30.0,60.0
10.0,30.0,60.0
10.0,30.0,60.0
10.0,30.0,60.0
10.0,30.0,60.0
10.0,30.0,60.0
10.0,30.0,60.0
10.0,30.0,60.0
10.0,30.0,60.0
10.0,30.0,60.0
10.0,30.0,60.0
10.0,30.0,60.0
10.0,30.0,60.0
10.0,30.0,60.0
10.0,30.0,60.0
10.0,30.0,60.0
10.0,30.0,60.0
10.0,30.0,60.0
10.0,30.0,60.0
10.0,30.0,60.0
10.0,30.0,60.0
10.0,30.0,60.0
10.0,30.0,60.0
9.0,31.0,60.0
9.0,31.0,60.0
9.0,31.0,60.0
9.0,31.0,60.0
9.0,31.0,60.0
9.0,31.0,60.0
9.0,31.0,60.0
9.0,31.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
8.0,32.0,60.0
7.0,33.0,60.0
7.0,33.0,60.0
7.0,33.0,60.0
7.0,33.0,60.0
7.0,33.0,60.0
7.0,32.0,61.0
7.0,32.0,61.0
7.0,32.0,61.0
7.0,32.0,61.0
7.0,32.0,61.0
7.0,32.0,61.0
7.0,32.0,61.0
7.0,32.0,61.0
7.0,32.0,61.0
7.0,32.0,61.0
7.0,32.0,61.0
7.0,32.0,61.0
7.0,32.0,61.0
7.0,32.0,61.0
7.0,32.0,61.0
7.0,32.0,61.0
7.0,32.0,61.0
7.0,32.0,61.0
7.0,32.0,61.0
7.0,32.0,61.0
7.0,32.0,61.0
7.0,32.0,61.0
7.0,32.0,61.0
7.0,32.0,61.0
6.0,33.0,61.0
6.0,33.0,61.0
6.0,33.0,61.0
6.0,33.0,61.0
6.0,33.0,61.0
6.0,33.0,61.0
6.0,33.0,61.0
6.0,33.0,61.0
6.0,33.0,61.0
6.0,33.0,61.0
6.0,33.0,61.0
6.0,33.0,61.0
6.0,33.0,61.0
6.0,33.0,61.0
6.0,33.0,61.0
6.0,33.0,61.0
6.0,33.0,61.0
6.0,33.0,61.0
6.0,33.0,61.0
6.0,33.0,61.0
6.0,33.0,61.0
6.0,33.0,61.0
6.0,33.0,61.0
6.0,33.0,61.0
6.0,33.0,61.0
6.0,33.0,61.0
6.0,33.0,61.0
6.0,33.0,61.0
6.0,33.0,61.0
6.0,33.0,61.0
6.0,33.0,61.0
6.0,33.0,61.0
6.0,33.0,61.0
6.0,33.0,61.0
6.0,33.0,61.0
6.0,32.0,62.0
6.0,32.0,62.0
6.0,32.0,62.0
6.0,32.0,62.0
6.0,32.0,62.0
6.0,32.0,62.0
6.0,32.0,62.0
6.0,32.0,62.0
6.0,32.0,62.0
6.0,32.0,62.0
6.0,32.0,62.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,31.0,63.0
6.0,30.0,64.0
6.0,30.0,64.0
6.0,30.0,64.0
6.0,30.0,64.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,29.0,65.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,28.0,66.0
6.0,27.0,67.0
6.0,26.0,68.0
6.0,26.0,68.0
6.0,26.0,68.0
6.0,26.0,68.0
6.0,26.0,68.0
6.0,26.0,68.0
6.0,26.0,68.0
6.0,26.0,68.0
6.0,26.0,68.0
6.0,26.0,68.0
6.0,26.0,68.0
6.0,25.0,69.0
6.0,25.0,69.0
6.0,25.0,69.0
6.0,25.0,69.0
6.0,25.0,69.0
6.0,25.0,69.0
6.0,25.0,69.0
6.0,25.0,69.0
6.0,25.0,69.0
6.0,25.0,69.0
6.0,25.0,69.0
6.0,25.0,69.0
6.0,25.0,69.0
6.0,25.0,69.0
6.0,25.0,69.0
6.0,25.0,69.0
6.0,25.0,69.0
6.0,25.0,69.0
6.0,25.0,69.0
6.0,25.0,69.0
6.0,25.0,69.0
6.0,25.0,69.0
6.0,24.0,70.0
6.0,24.0,70.0
6.0,23.0,71.0
6.0,23.0,71.0
6.0,23.0,71.0
6.0,23.0,71.0
6.0,23.0,71.0
6.0,22.0,72.0
6.0,22.0,72.0
6.0,22.0,72.0
5.0,23.0,72.0
5.0,23.0,72.0
5.0,23.0,72.0
5.0,23.0,72.0
5.0,23.0,72.0
5.0,23.0,72.0
5.0,23.0,72.0
5.0,23.0,72.0
5.0,23.0,72.0
5.0,23.0,72.0
5.0,23.0,72.0
5.0,23.0,72.0
5.0,23.0,72.0
5.0,22.0,73.0
5.0,21.0,74.0
5.0,21.0,74.0
5.0,21.0,74.0
5.0,21.0,74.0
5.0,21.0,74.0
5.0,21.0,74.0
5.0,20.0,75.0
5.0,20.0,75.0
5.0,20.0,75.0
5.0,20.0,75.0
5.0,20.0,75.0
5.0,19.0,76.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,18.0,77.0
5.0,17.0,78.0
5.0,17.0,78.0
5.0,17.0,78.0
5.0,17.0,78.0
5.0,17.0,78.0
5.0,17.0,78.0
5.0,17.0,78.0
5.0,17.0,78.0
5.0,17.0,78.0
5.0,17.0,78.0
5.0,17.0,78.0
5.0,17.0,78.0
5.0,17.0,78.0
5.0,16.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,17.0,79.0
4.0,16.0,80.0
4.0,16.0,80.0
4.0,16.0,80.0
4.0,16.0,80.0
4.0,16.0,80.0
4.0,16.0,80.0
4.0,16.0,80.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,15.0,81.0
4.0,14.0,82.0
4.0,14.0,82.0
4.0,14.0,82.0
4.0,14.0,82.0
4.0,14.0,82.0
4.0,14.0,82.0
4.0,14.0,82.0
4.0,14.0,82.0
4.0,14.0,82.0
4.0,14.0,82.0
4.0,14.0,82.0
4.0,14.0,82.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
4.0,13.0,83.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,13.0,84.0
3.0,12.0,85.0
3.0,12.0,85.0
3.0,12.0,85.0
3.0,12.0,85.0
3.0,12.0,85.0
3.0,12.0,85.0
3.0,12.0,85.0
3.0,12.0,85.0
3.0,12.0,85.0
3.0,12.0,85.0
3.0,12.0,85.0
3.0,12.0,85.0
3.0,12.0,85.0
3.0,12.0,85.0
3.0,12.0,85.0
3.0,12.0,85.0
3.0,12.0,85.0
3.0,12.0,85.0
3.0,12.0,85.0
3.0,12.0,85.0
3.0,12.0,85.0
3.0,12.0,85.0
3.0,12.0,85.0
3.0,12.0,85.0
3.0,12.0,85.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,11.0,86.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
3.0,10.0,87.0
