S,I,R,SuperSpreader
158.0,12.0,40.0,1.0
158.0,12.0,40.0,1.0
158.0,12.0,40.0,1.0
158.0,12.0,40.0,1.0
157.0,13.0,40.0,1.0
157.0,13.0,40.0,1.0
157.0,13.0,40.0,1.0
157.0,13.0,40.0,1.0
156.0,14.0,40.0,1.0
156.0,14.0,40.0,1.0
156.0,14.0,40.0,1.0
156.0,14.0,40.0,1.0
156.0,14.0,40.0,1.0
156.0,14.0,40.0,1.0
156.0,14.0,40.0,1.0
156.0,14.0,40.0,1.0
156.0,14.0,40.0,1.0
155.0,15.0,40.0,2.0
155.0,15.0,40.0,2.0
155.0,15.0,40.0,2.0
155.0,15.0,40.0,2.0
155.0,15.0,40.0,2.0
155.0,15.0,40.0,2.0
155.0,15.0,40.0,2.0
155.0,15.0,40.0,2.0
155.0,15.0,40.0,2.0
155.0,15.0,40.0,2.0
155.0,15.0,40.0,2.0
155.0,15.0,40.0,2.0
155.0,15.0,40.0,2.0
155.0,15.0,40.0,2.0
155.0,15.0,40.0,2.0
155.0,15.0,40.0,2.0
155.0,15.0,40.0,2.0
155.0,15.0,40.0,2.0
155.0,15.0,40.0,2.0
155.0,15.0,40.0,2.0
155.0,15.0,40.0,2.0
155.0,15.0,40.0,2.0
155.0,15.0,40.0,2.0
155.0,15.0,40.0,2.0
155.0,15.0,40.0,2.0
155.0,15.0,40.0,2.0
155.0,15.0,40.0,2.0
155.0,15.0,40.0,2.0
155.0,15.0,40.0,2.0
155.0,15.0,40.0,2.0
155.0,15.0,40.0,2.0
155.0,15.0,40.0,2.0
155.0,15.0,40.0,2.0
155.0,15.0,40.0,2.0
154.0,15.0,41.0,2.0
154.0,15.0,41.0,2.0
154.0,15.0,41.0,2.0
154.0,15.0,41.0,2.0
154.0,15.0,41.0,2.0
154.0,15.0,41.0,2.0
154.0,15.0,41.0,2.0
154.0,14.0,42.0,2.0
154.0,14.0,42.0,2.0
154.0,14.0,42.0,2.0
154.0,14.0,42.0,2.0
154.0,14.0,42.0,2.0
154.0,14.0,42.0,2.0
154.0,14.0,42.0,2.0
154.0,14.0,42.0,2.0
154.0,14.0,42.0,2.0
154.0,14.0,42.0,2.0
154.0,13.0,43.0,2.0
154.0,13.0,43.0,2.0
154.0,13.0,43.0,2.0
154.0,13.0,43.0,2.0
154.0,13.0,43.0,2.0
154.0,13.0,43.0,2.0
154.0,13.0,43.0,2.0
154.0,13.0,43.0,2.0
154.0,13.0,43.0,2.0
154.0,13.0,43.0,2.0
154.0,13.0,43.0,2.0
154.0,13.0,43.0,2.0
154.0,13.0,43.0,2.0
154.0,13.0,43.0,2.0
154.0,13.0,43.0,2.0
154.0,13.0,43.0,2.0
154.0,13.0,43.0,2.0
154.0,13.0,43.0,2.0
154.0,13.0,43.0,2.0
154.0,13.0,43.0,2.0
154.0,13.0,43.0,2.0
154.0,13.0,43.0,2.0
153.0,14.0,43.0,2.0
153.0,14.0,43.0,2.0
153.0,14.0,43.0,2.0
153.0,14.0,43.0,2.0
153.0,14.0,43.0,2.0
152.0,15.0,43.0,2.0
152.0,15.0,43.0,2.0
152.0,15.0,43.0,2.0
152.0,15.0,43.0,2.0
152.0,15.0,43.0,2.0
152.0,15.0,43.0,2.0
152.0,15.0,43.0,2.0
152.0,15.0,43.0,2.0
152.0,15.0,43.0,2.0
152.0,15.0,43.0,2.0
152.0,15.0,43.0,2.0
152.0,15.0,43.0,2.0
152.0,15.0,43.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,14.0,44.0,2.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,13.0,45.0,1.0
152.0,12.0,46.0,1.0
152.0,12.0,46.0,1.0
152.0,12.0,46.0,1.0
152.0,12.0,46.0,1.0
152.0,12.0,46.0,1.0
152.0,12.0,46.0,1.0
152.0,12.0,46.0,1.0
152.0,12.0,46.0,1.0
152.0,12.0,46.0,1.0
152.0,12.0,46.0,1.0
152.0,12.0,46.0,1.0
152.0,12.0,46.0,1.0
152.0,12.0,46.0,1.0
152.0,12.0,46.0,1.0
152.0,12.0,46.0,1.0
152.0,12.0,46.0,1.0
152.0,12.0,46.0,1.0
152.0,12.0,46.0,1.0
152.0,12.0,46.0,1.0
152.0,11.0,47.0,1.0
152.0,11.0,47.0,1.0
152.0,11.0,47.0,1.0
152.0,11.0,47.0,1.0
152.0,11.0,47.0,1.0
152.0,11.0,47.0,1.0
152.0,11.0,47.0,1.0
152.0,11.0,47.0,1.0
152.0,11.0,47.0,1.0
152.0,11.0,47.0,1.0
152.0,11.0,47.0,1.0
152.0,11.0,47.0,1.0
152.0,11.0,47.0,1.0
152.0,11.0,47.0,1.0
152.0,11.0,47.0,1.0
152.0,11.0,47.0,1.0
152.0,11.0,47.0,1.0
152.0,11.0,47.0,1.0
152.0,11.0,47.0,1.0
152.0,11.0,47.0,1.0
152.0,11.0,47.0,1.0
152.0,11.0,47.0,1.0
152.0,11.0,47.0,1.0
152.0,11.0,47.0,1.0
152.0,11.0,47.0,1.0
152.0,11.0,47.0,1.0
152.0,11.0,47.0,1.0
152.0,11.0,47.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,10.0,48.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
152.0,9.0,49.0,1.0
151.0,10.0,49.0,1.0
151.0,10.0,49.0,1.0
151.0,10.0,49.0,1.0
151.0,10.0,49.0,1.0
151.0,10.0,49.0,1.0
151.0,10.0,49.0,1.0
151.0,10.0,49.0,1.0
151.0,10.0,49.0,1.0
151.0,10.0,49.0,1.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
151.0,9.0,50.0,0.0
150.0,10.0,50.0,0.0
150.0,10.0,50.0,0.0
150.0,10.0,50.0,0.0
150.0,10.0,50.0,0.0
150.0,10.0,50.0,0.0
150.0,10.0,50.0,0.0
150.0,10.0,50.0,0.0
150.0,10.0,50.0,0.0
149.0,11.0,50.0,0.0
149.0,11.0,50.0,0.0
149.0,11.0,50.0,0.0
149.0,11.0,50.0,0.0
149.0,11.0,50.0,0.0
149.0,11.0,50.0,0.0
149.0,11.0,50.0,0.0
149.0,11.0,50.0,0.0
149.0,11.0,50.0,0.0
149.0,11.0,50.0,0.0
149.0,11.0,50.0,0.0
149.0,11.0,50.0,0.0
149.0,11.0,50.0,0.0
149.0,11.0,50.0,0.0
149.0,11.0,50.0,0.0
149.0,11.0,50.0,0.0
148.0,12.0,50.0,0.0
148.0,12.0,50.0,0.0
148.0,12.0,50.0,0.0
148.0,12.0,50.0,0.0
148.0,12.0,50.0,0.0
148.0,12.0,50.0,0.0
148.0,12.0,50.0,0.0
148.0,12.0,50.0,0.0
148.0,12.0,50.0,0.0
148.0,12.0,50.0,0.0
148.0,12.0,50.0,0.0
148.0,12.0,50.0,0.0
148.0,12.0,50.0,0.0
148.0,12.0,50.0,0.0
148.0,12.0,50.0,0.0
148.0,12.0,50.0,0.0
148.0,12.0,50.0,0.0
148.0,12.0,50.0,0.0
148.0,12.0,50.0,0.0
148.0,12.0,50.0,0.0
148.0,12.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,13.0,50.0,0.0
147.0,12.0,51.0,0.0
147.0,12.0,51.0,0.0
147.0,12.0,51.0,0.0
147.0,12.0,51.0,0.0
147.0,12.0,51.0,0.0
147.0,12.0,51.0,0.0
147.0,12.0,51.0,0.0
147.0,12.0,51.0,0.0
147.0,12.0,51.0,0.0
147.0,12.0,51.0,0.0
147.0,12.0,51.0,0.0
147.0,12.0,51.0,0.0
147.0,12.0,51.0,0.0
147.0,12.0,51.0,0.0
147.0,12.0,51.0,0.0
147.0,12.0,51.0,0.0
147.0,12.0,51.0,0.0
147.0,12.0,51.0,0.0
147.0,12.0,51.0,0.0
147.0,12.0,51.0,0.0
147.0,12.0,51.0,0.0
147.0,12.0,51.0,0.0
147.0,12.0,51.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
147.0,10.0,53.0,0.0
