S,I,R,SuperSpreader
151.0,14.0,45.0,1.0
151.0,14.0,45.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,13.0,46.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,12.0,47.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,11.0,48.0,1.0
151.0,10.0,49.0,1.0
151.0,10.0,49.0,1.0
151.0,10.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
150.0,11.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
149.0,12.0,49.0,1.0
148.0,13.0,49.0,1.0
148.0,13.0,49.0,1.0
148.0,13.0,49.0,1.0
148.0,13.0,49.0,1.0
148.0,13.0,49.0,1.0
148.0,13.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
147.0,14.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,15.0,49.0,1.0
146.0,14.0,50.0,1.0
146.0,14.0,50.0,1.0
146.0,14.0,50.0,1.0
146.0,14.0,50.0,1.0
146.0,14.0,50.0,1.0
146.0,14.0,50.0,1.0
146.0,14.0,50.0,1.0
146.0,14.0,50.0,1.0
146.0,14.0,50.0,1.0
146.0,14.0,50.0,1.0
146.0,14.0,50.0,1.0
146.0,14.0,50.0,1.0
146.0,14.0,50.0,1.0
146.0,14.0,50.0,1.0
146.0,14.0,50.0,1.0
146.0,14.0,50.0,1.0
146.0,14.0,50.0,1.0
146.0,13.0,51.0,1.0
145.0,14.0,51.0,2.0
145.0,14.0,51.0,2.0
145.0,14.0,51.0,2.0
145.0,14.0,51.0,2.0
145.0,14.0,51.0,2.0
145.0,14.0,51.0,2.0
145.0,14.0,51.0,2.0
145.0,14.0,51.0,2.0
145.0,14.0,51.0,2.0
145.0,14.0,51.0,2.0
145.0,14.0,51.0,2.0
145.0,14.0,51.0,2.0
145.0,14.0,51.0,2.0
145.0,14.0,51.0,2.0
145.0,14.0,51.0,2.0
145.0,14.0,51.0,2.0
145.0,14.0,51.0,2.0
145.0,14.0,51.0,2.0
145.0,14.0,51.0,2.0
145.0,14.0,51.0,2.0
145.0,14.0,51.0,2.0
145.0,14.0,51.0,2.0
145.0,14.0,51.0,2.0
145.0,14.0,51.0,2.0
145.0,14.0,51.0,2.0
145.0,14.0,51.0,2.0
145.0,13.0,52.0,2.0
145.0,13.0,52.0,2.0
145.0,13.0,52.0,2.0
145.0,12.0,53.0,1.0
145.0,12.0,53.0,1.0
145.0,12.0,53.0,1.0
145.0,12.0,53.0,1.0
145.0,12.0,53.0,1.0
145.0,12.0,53.0,1.0
145.0,12.0,53.0,1.0
145.0,12.0,53.0,1.0
145.0,12.0,53.0,1.0
145.0,12.0,53.0,1.0
145.0,12.0,53.0,1.0
144.0,13.0,53.0,1.0
144.0,13.0,53.0,1.0
144.0,13.0,53.0,1.0
143.0,14.0,53.0,1.0
143.0,14.0,53.0,1.0
143.0,14.0,53.0,1.0
143.0,14.0,53.0,1.0
142.0,15.0,53.0,1.0
142.0,15.0,53.0,1.0
142.0,15.0,53.0,1.0
142.0,15.0,53.0,1.0
142.0,15.0,53.0,1.0
142.0,15.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
141.0,16.0,53.0,1.0
140.0,17.0,53.0,1.0
140.0,17.0,53.0,1.0
140.0,17.0,53.0,1.0
140.0,17.0,53.0,1.0
140.0,17.0,53.0,1.0
140.0,17.0,53.0,1.0
140.0,17.0,53.0,1.0
140.0,17.0,53.0,1.0
140.0,17.0,53.0,1.0
140.0,16.0,54.0,1.0
140.0,16.0,54.0,1.0
140.0,16.0,54.0,1.0
140.0,16.0,54.0,1.0
140.0,16.0,54.0,1.0
140.0,16.0,54.0,1.0
140.0,16.0,54.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,15.0,55.0,1.0
140.0,14.0,56.0,1.0
140.0,14.0,56.0,1.0
140.0,14.0,56.0,1.0
140.0,14.0,56.0,1.0
140.0,14.0,56.0,1.0
140.0,14.0,56.0,1.0
140.0,14.0,56.0,1.0
140.0,14.0,56.0,1.0
140.0,14.0,56.0,1.0
140.0,14.0,56.0,1.0
140.0,14.0,56.0,1.0
140.0,14.0,56.0,1.0
140.0,14.0,56.0,1.0
140.0,14.0,56.0,1.0
140.0,14.0,56.0,1.0
140.0,14.0,56.0,1.0
140.0,14.0,56.0,1.0
140.0,14.0,56.0,1.0
140.0,14.0,56.0,1.0
140.0,14.0,56.0,1.0
140.0,14.0,56.0,1.0
140.0,14.0,56.0,1.0
140.0,14.0,56.0,1.0
140.0,14.0,56.0,1.0
140.0,14.0,56.0,1.0
139.0,15.0,56.0,2.0
139.0,15.0,56.0,2.0
139.0,15.0,56.0,2.0
139.0,15.0,56.0,2.0
139.0,15.0,56.0,2.0
139.0,15.0,56.0,2.0
139.0,15.0,56.0,2.0
139.0,15.0,56.0,2.0
139.0,15.0,56.0,2.0
139.0,15.0,56.0,2.0
139.0,15.0,56.0,2.0
139.0,15.0,56.0,2.0
139.0,15.0,56.0,2.0
139.0,15.0,56.0,2.0
139.0,15.0,56.0,2.0
139.0,15.0,56.0,2.0
139.0,15.0,56.0,2.0
139.0,15.0,56.0,2.0
139.0,15.0,56.0,2.0
139.0,15.0,56.0,2.0
139.0,15.0,56.0,2.0
139.0,15.0,56.0,2.0
139.0,15.0,56.0,2.0
139.0,15.0,56.0,2.0
139.0,15.0,56.0,2.0
139.0,15.0,56.0,2.0
139.0,15.0,56.0,2.0
139.0,15.0,56.0,2.0
139.0,15.0,56.0,2.0
139.0,15.0,56.0,2.0
139.0,15.0,56.0,2.0
139.0,14.0,57.0,2.0
139.0,14.0,57.0,2.0
139.0,14.0,57.0,2.0
139.0,14.0,57.0,2.0
139.0,14.0,57.0,2.0
139.0,14.0,57.0,2.0
139.0,14.0,57.0,2.0
139.0,14.0,57.0,2.0
139.0,14.0,57.0,2.0
139.0,14.0,57.0,2.0
139.0,14.0,57.0,2.0
139.0,14.0,57.0,2.0
139.0,14.0,57.0,2.0
138.0,15.0,57.0,2.0
138.0,15.0,57.0,2.0
138.0,15.0,57.0,2.0
138.0,15.0,57.0,2.0
138.0,15.0,57.0,2.0
138.0,15.0,57.0,2.0
138.0,15.0,57.0,2.0
138.0,15.0,57.0,2.0
138.0,15.0,57.0,2.0
138.0,15.0,57.0,2.0
138.0,15.0,57.0,2.0
138.0,15.0,57.0,2.0
138.0,15.0,57.0,2.0
138.0,15.0,57.0,2.0
138.0,15.0,57.0,2.0
138.0,15.0,57.0,2.0
138.0,15.0,57.0,2.0
138.0,15.0,57.0,2.0
138.0,15.0,57.0,2.0
138.0,15.0,57.0,2.0
138.0,15.0,57.0,2.0
138.0,15.0,57.0,2.0
138.0,15.0,57.0,2.0
138.0,15.0,57.0,2.0
138.0,15.0,57.0,2.0
138.0,15.0,57.0,2.0
138.0,15.0,57.0,2.0
138.0,15.0,57.0,2.0
138.0,15.0,57.0,2.0
138.0,15.0,57.0,2.0
138.0,15.0,57.0,2.0
138.0,15.0,57.0,2.0
138.0,15.0,57.0,2.0
138.0,15.0,57.0,2.0
138.0,15.0,57.0,2.0
138.0,15.0,57.0,2.0
138.0,15.0,57.0,2.0
138.0,15.0,57.0,2.0
137.0,16.0,57.0,2.0
137.0,16.0,57.0,2.0
137.0,16.0,57.0,2.0
137.0,16.0,57.0,2.0
136.0,17.0,57.0,2.0
136.0,17.0,57.0,2.0
136.0,17.0,57.0,2.0
136.0,17.0,57.0,2.0
136.0,17.0,57.0,2.0
136.0,17.0,57.0,2.0
136.0,17.0,57.0,2.0
136.0,17.0,57.0,2.0
136.0,17.0,57.0,2.0
136.0,17.0,57.0,2.0
136.0,17.0,57.0,2.0
136.0,17.0,57.0,2.0
136.0,17.0,57.0,2.0
136.0,17.0,57.0,2.0
136.0,17.0,57.0,2.0
136.0,17.0,57.0,2.0
136.0,17.0,57.0,2.0
136.0,17.0,57.0,2.0
136.0,17.0,57.0,2.0
136.0,17.0,57.0,2.0
136.0,17.0,57.0,2.0
136.0,17.0,57.0,2.0
136.0,17.0,57.0,2.0
136.0,17.0,57.0,2.0
136.0,17.0,57.0,2.0
135.0,18.0,57.0,2.0
135.0,18.0,57.0,2.0
135.0,18.0,57.0,2.0
135.0,18.0,57.0,2.0
135.0,18.0,57.0,2.0
135.0,18.0,57.0,2.0
135.0,17.0,58.0,2.0
135.0,17.0,58.0,2.0
135.0,17.0,58.0,2.0
135.0,17.0,58.0,2.0
135.0,17.0,58.0,2.0
135.0,17.0,58.0,2.0
135.0,17.0,58.0,2.0
135.0,17.0,58.0,2.0
135.0,17.0,58.0,2.0
135.0,17.0,58.0,2.0
135.0,17.0,58.0,2.0
135.0,17.0,58.0,2.0
135.0,17.0,58.0,2.0
135.0,17.0,58.0,2.0
135.0,17.0,58.0,2.0
135.0,17.0,58.0,2.0
135.0,17.0,58.0,2.0
135.0,17.0,58.0,2.0
135.0,17.0,58.0,2.0
135.0,17.0,58.0,2.0
135.0,17.0,58.0,2.0
134.0,18.0,58.0,2.0
134.0,18.0,58.0,2.0
134.0,18.0,58.0,2.0
134.0,18.0,58.0,2.0
134.0,18.0,58.0,2.0
134.0,18.0,58.0,2.0
134.0,18.0,58.0,2.0
134.0,18.0,58.0,2.0
134.0,18.0,58.0,2.0
134.0,18.0,58.0,2.0
134.0,18.0,58.0,2.0
134.0,18.0,58.0,2.0
134.0,18.0,58.0,2.0
134.0,18.0,58.0,2.0
134.0,18.0,58.0,2.0
134.0,18.0,58.0,2.0
134.0,18.0,58.0,2.0
134.0,18.0,58.0,2.0
134.0,18.0,58.0,2.0
134.0,18.0,58.0,2.0
134.0,18.0,58.0,2.0
134.0,18.0,58.0,2.0
134.0,18.0,58.0,2.0
134.0,17.0,59.0,2.0
134.0,17.0,59.0,2.0
134.0,17.0,59.0,2.0
134.0,17.0,59.0,2.0
134.0,17.0,59.0,2.0
134.0,17.0,59.0,2.0
134.0,17.0,59.0,2.0
134.0,17.0,59.0,2.0
134.0,17.0,59.0,2.0
134.0,17.0,59.0,2.0
134.0,17.0,59.0,2.0
134.0,17.0,59.0,2.0
134.0,17.0,59.0,2.0
134.0,17.0,59.0,2.0
134.0,17.0,59.0,2.0
134.0,17.0,59.0,2.0
134.0,17.0,59.0,2.0
134.0,17.0,59.0,2.0
134.0,17.0,59.0,2.0
134.0,17.0,59.0,2.0
134.0,17.0,59.0,2.0
134.0,17.0,59.0,2.0
134.0,17.0,59.0,2.0
134.0,17.0,59.0,2.0
134.0,17.0,59.0,2.0
134.0,17.0,59.0,2.0
134.0,17.0,59.0,2.0
134.0,17.0,59.0,2.0
134.0,17.0,59.0,2.0
134.0,17.0,59.0,2.0
134.0,17.0,59.0,2.0
134.0,17.0,59.0,2.0
134.0,17.0,59.0,2.0
134.0,17.0,59.0,2.0
